"Unnormalised"
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,
0.630909,0.212727,0.00909091,0.00484848,0.00606061,0.0030303,0.00424242,0.00242424,0.00181818,0.00181818,0.000606061,0.000606061,0,0.00121212,0.000606061,0.000606061,0.00181818,0,0.00181818,0.00545455,0.00181818,0.00424242,0.00484848,0.00666667,0.00363636,0.00424242,0.00545455,0.00545455,0.00181818,0.00363636,0.0030303,0.00242424,0.00363636,0.00424242,0.00181818,0.00666667,0.00363636,0.00606061,0.0030303,0.00484848,0.00666667,0.00424242,0.00363636,0.00787879,0.0030303,0.00121212,0.00242424,0,0,0,0,
0.679412,0.175882,0.00411765,0.00470588,0.00176471,0.00117647,0,0.00117647,0.00352941,0.00176471,0.00411765,0.00529412,0.00588235,0.00411765,0.00411765,0.00588235,0.00470588,0.00529412,0.00411765,0.00470588,0.00470588,0.00176471,0.00470588,0.00352941,0.00294118,0.00294118,0.00411765,0.00352941,0.00411765,0.00235294,0.00352941,0.00470588,0.00529412,0.00352941,0.00294118,0.00294118,0.00235294,0.00411765,0.00117647,0.00294118,0.000588235,0.00117647,0.00117647,0.00235294,0.00117647,0.00176471,0.00176471,0,0,0,0,
0.716,0.191429,0.00857143,0.00685714,0.004,0.00342857,0.00114286,0.00114286,0.00114286,0.00171429,0.00114286,0.00114286,0.00114286,0.00171429,0,0,0.000571429,0.000571429,0,0,0.000571429,0.00114286,0,0.00457143,0.00285714,0.00228571,0.00342857,0.000571429,0.00171429,0.00114286,0.000571429,0,0.00114286,0.00114286,0.00457143,0.00342857,0.00514286,0.00514286,0.004,0.004,0.00285714,0.00285714,0.00171429,0.00228571,0.000571429,0.000571429,0,0,0,0,0,
0.752778,0.156667,0.0111111,0.00333333,0.00611111,0.00388889,0.00166667,0.00166667,0.00277778,0.00444444,0.00388889,0.00222222,0.00277778,0.00166667,0.000555556,0.000555556,0.00111111,0,0,0.00277778,0.00333333,0.000555556,0.00277778,0.00166667,0.00166667,0.00111111,0.00166667,0.00166667,0.00222222,0.005,0.00277778,0.000555556,0.00277778,0.00222222,0.00333333,0.00277778,0.00111111,0.000555556,0,0.00166667,0.000555556,0,0,0,0,0,0,0,0,0,0,
0.797838,0.157838,0.00378378,0.00108108,0.00216216,0.00216216,0.000540541,0,0.00108108,0.000540541,0.000540541,0.00108108,0,0,0,0.00108108,0.00108108,0,0,0.00162162,0.00108108,0,0.00162162,0.000540541,0,0.00216216,0.00108108,0,0.000540541,0.00108108,0,0.00162162,0.00162162,0.0027027,0.00216216,0.00162162,0.0027027,0.00108108,0.00216216,0.00162162,0.00162162,0.000540541,0,0,0,0,0,0,0,0,0,
0.824211,0.150526,0.00789474,0.00421053,0.000526316,0.000526316,0.00105263,0.000526316,0.00105263,0.00105263,0.00105263,0.000526316,0.00157895,0.00105263,0.00157895,0.00105263,0.000526316,0,0,0,0.000526316,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.860513,0.127179,0.00307692,0.00102564,0.00102564,0.000512821,0,0,0.000512821,0,0,0,0,0,0,0,0.00102564,0.00102564,0.00102564,0,0.000512821,0,0.00102564,0.000512821,0,0.000512821,0.000512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.874,0.092,0.0005,0.0005,0,0.0005,0,0,0,0.0005,0,0.0015,0.003,0.001,0.0015,0.0005,0.002,0.0035,0.0025,0.001,0.001,0.001,0.001,0.0015,0.0015,0.002,0,0.0035,0.0005,0.001,0.0005,0.001,0.0005,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.90439,0.0804878,0.00097561,0.00097561,0,0.00097561,0.000487805,0.00097561,0.000487805,0,0.000487805,0,0,0,0,0,0.000487805,0,0,0,0.00097561,0.00097561,0.00097561,0.00097561,0.00146341,0.000487805,0.00146341,0.000487805,0,0,0,0,0.000487805,0.000487805,0,0,0,0.000487805,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.912381,0.0780952,0.00047619,0.000952381,0.000952381,0.00047619,0.00142857,0,0,0.00142857,0,0.00047619,0.00047619,0,0,0.00047619,0.000952381,0.00047619,0.00047619,0,0.00047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.926512,0.0660465,0,0.00186047,0.000930233,0.000465116,0,0,0.000930233,0,0,0,0.000465116,0,0.000465116,0.000465116,0.000465116,0.000465116,0,0.000930233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.94,0.0459091,0.000454545,0.00136364,0.000454545,0.00227273,0.000909091,0.00181818,0.00136364,0.000909091,0.000454545,0.000909091,0,0,0.000454545,0,0,0.000909091,0,0.000454545,0.000454545,0.000454545,0,0.000454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.944444,0.0506667,0.000444444,0,0,0,0,0,0,0,0.000444444,0.000444444,0,0.000444444,0,0,0.000444444,0,0.000444444,0,0.000888889,0.000444444,0,0,0,0.000444444,0,0.000444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.953043,0.0417391,0.000434783,0.00173913,0,0,0.000434783,0.000869565,0.000434783,0,0,0.000869565,0,0,0,0,0,0.000434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.958723,0.0391489,0,0.000851064,0.000425532,0,0,0,0,0,0,0,0,0,0,0,0,0.000425532,0.000425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.967083,0.0320833,0,0,0,0,0,0,0,0,0,0.000416667,0.000416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.971837,0.0281633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.9824,0.016,0.0004,0.0008,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
